Id,Review,Sentiment
1721,"Cute, quaint, simple, honest.",1
1722,The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.,1
1723,"The food was great as always, compliments to the chef.",1
1724,Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.,1
1725,Awesome selection of beer.,1
1726,Great food and awesome service!,1
1727,"One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that.",1
1728,A FLY was in my apple juice.. A FLY!!!!!!!!,0
1729,The Han Nan Chicken was also very tasty.,1
1730,"As for the service, I thought it was good.",1
1731,"The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us.",0
1732,Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.,0
1733,Nicest Chinese restaurant I've been in a while.,1
1734,"Overall, I like there food and the service.",1
1735,They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.,1
1736,"Probably never coming back, and wouldn't recommend it.",0
1737,"Friend's pasta -- also bad, he barely touched it.",0
1738,"Try them in the airport to experience some tasty food and speedy, friendly service.",1
1739,I love the decor with the Chinese calligraphy wall paper.,1
1740,Never had anything to complain about here.,1
1741,The restaurant is very clean and has a family restaurant feel to it.,1
1742,It was way over fried.,0
1743,I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.,0
1744,"When I opened the sandwich, I was impressed, but not in a good way.",0
1745,Will not be back!,0
1746,There was a warm feeling with the service and I felt like their guest for a special treat.,1
1747,An extensive menu provides lots of options for breakfast.,1
1748,"I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.",1
1749,"I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!",0
1750,Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.,1
1751,"I got to enjoy the seafood salad, with a fabulous vinegrette.",1
1752,"The wontons were thin, not thick and chewy, almost melt in your mouth.",1
1753,"Level 5 spicy was perfect, where spice didn't over-whelm the soup.",1
1754,We were sat right on time and our server from the get go was FANTASTIC!,1
1755,"Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up.",0
1756,"When I'm on this side of town, this will definitely be a spot I'll hit up again!",1
1757,I had to wait over 30 minutes to get my drink and longer to get 2 arepas.,0
1758,This is a GREAT place to eat!,1
1759,The jalapeno bacon is soooo good.,1
1760,The service was poor and thats being nice.,0
1761,"Food was good, service was good, Prices were good.",1
1762,The place was not clean and the food oh so stale!,0
1763,"The chicken dishes are OK, the beef is like shoe leather.",0
1764,But the service was beyond bad.,0
1765,"I'm so happy to be here!!!""",1
1766,Tasted like dirt.,0
1767,One of the few places in Phoenix that I would definately go back to again .,1
1768,The block was amazing.,1
1769,"It's close to my house, it's low-key, non-fancy, affordable prices, good food.",1
1770,* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,1
1771,My sashimi was poor quality being soggy and tasteless.,0
1772,Great time - family dinner on a Sunday night.,1
1773,"the food is not tasty at all, not to say its ""real traditional Hunan style"".",0
1774,"What did bother me, was the slow service.",0
1775,The flair bartenders are absolutely amazing!,1
1776,Their frozen margaritas are WAY too sugary for my taste.,0
1777,These were so good we ordered them twice.,1
1778,So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.,0
1779,My girlfriend's veal was very bad.,0
1780,"Unfortunately, it was not good.",0
1781,I had a pretty satifying experience.,1
1782,Join the club and get awesome offers via email.,1
1783,"Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.",1
1784,Bland and flavorless is a good way of describing the barely tepid meat.,0
1785,"The chains, which I'm no fan of, beat this place easily.",0
1786,The nachos are a MUST HAVE!,1
1787,We will not be coming back.,0
1788,"I don't have very many words to say about this place, but it does everything pretty well.",1
1789,"The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.",1
1790,"Great atmosphere, friendly and fast service.",1
1791,When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.,1
1792,Once your food arrives it's meh.,0
1793,Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.,0
1794,The classic Maine Lobster Roll was fantastic.,1
1795,"My brother in law who works at the mall ate here same day, and guess what he was sick all night too.",0
1796,So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.,1
1797,"The chips and salsa were really good, the salsa was very fresh.",1
1798,This place is great!!!!!!!!!!!!!!,1
1799,Mediocre food.,0
1800,Once you get inside you'll be impressed with the place.,1
1801,I'm super pissd.,0
1802,And service was super friendly.,1
1803,Why are these sad little vegetables so overcooked?,0
1804,This place was such a nice surprise!,1
1805,They were golden-crispy and delicious.,1
1806,"I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.",0
1807,I could eat their bruschetta all day it is devine.,1
1808,Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.,0
1809,"Lastly, the mozzarella sticks, they were the best thing we ordered.",1
1810,"The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.",1
1811,The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!,0
1812,The service was terrible though.,0
1813,"This place is overpriced, not consistent with their boba, and it really is OVERPRICED!",0
1814,It was packed!!,0
1815,I love this place.,1
1816,I can say that the desserts were yummy.,1
1817,The food was terrible.,0
1818,The seasonal fruit was fresh white peach puree.,1
1819,It kept getting worse and worse so now I'm officially done.,0
1820,This place should honestly be blown up.,0
1821,But I definitely would not eat here again.,0
1822,Do not waste your money here!,0
1823,I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.,1
1824,The crêpe was delicate and thin and moist.,1
1825,Awful service.,0
1826,Won't ever go here again.,0
1827,Food quality has been horrible.,0
1828,For that price I can think of a few place I would have much rather gone.,0
1829,The service here is fair at best.,0
1830,"I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.",0
1831,Do yourself a favor and stay away from this dish.,0
1832,Very poor service.,0
1833,No one at the table thought the food was above average or worth the wait that we had for it.,0
1834,"Best service and food ever, Maria our server was so good and friendly she made our day.",1
1835,They were excellent.,1
1836,I paid the bill but did not tip because I felt the server did a terrible job.,0
1837,Just had lunch here and had a great experience.,1
1838,I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.,0
1839,Food is way overpriced and portions are fucking small.,0
1840,I recently tried Caballero's and I have been back every week since!,1
1841,"for 40 bucks a head, i really expect better food.",0
1842,The food came out at a good pace.,1
1843,"I ate there twice on my last visit, and especially enjoyed the salmon salad.",1
1844,I won't be back.,0
1845,We could not believe how dirty the oysters were!,0
1846,This place deserves no stars.,0
1847,I would not recommend this place.,0
1848,"In fact I'm going to round up to 4 stars, just because she was so awesome.",1
1849,"To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.",0
1850,"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",0
1851,the potatoes were great and so was the biscuit.,1
1852,I probably would not go here again.,0
1853,So flavorful and has just the perfect amount of heat.,1
1854,The price is reasonable and the service is great.,1
1855,"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.",0
1856,My fella got the huevos rancheros and they didn't look too appealing.,0
1857,"Went in for happy hour, great list of wines.",1
1858,Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!,1
1859,I probably won't be coming back here.,0
1860,Worst food/service I've had in a while.,0
1861,"This place is pretty good, nice little vibe in the restaurant.",1
1862,Talk about great customer service of course we will be back.,1
1863,"Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.",0
1864,I love their fries and their beans.,1
1865,Always a pleasure dealing with him.,1
1866,"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.",1
1867,This place is awesome if you want something light and healthy during the summer.,1
1868,"For sushi on the Strip, this is the place to go.",1
1869,"The service was great, even the manager came and helped with our table.",1
1870,The feel of the dining room was more college cooking course than high class dining and the service was slow at best.,0
1871,"I started this review with two stars, but I'm editing it to give it only one.",0
1872,this is the worst sushi i have ever eat besides Costco's.,0
1873,"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.",1
1874,My boyfriend and i sat at the bar and had a completely delightful experience.,1
1875,Weird vibe from owners.,0
1876,There was hardly any meat.,0
1877,I've had better bagels from the grocery store.,0
1878,Go To Place for Gyros.,1
1879,"I love the owner/chef, his one authentic Japanese cool dude!",1
1880,"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.",0
1881,I found a six inch long piece of wire in my salsa.,0
1882,"The service was terrible, food was mediocre.",0
1883,We definately enjoyed ourselves.,1
1884,I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.,0
1885,"On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.",0
1886,I had about two bites and refused to eat anymore.,0
1887,The service was extremely slow.,0
1888,"After 20 minutes wait, I got a table.",0
1889,Seriously killer hot chai latte.,1
1890,"No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.",0
1891,My boyfriend tried the Mediterranean Chicken Salad and fell in love.,1
1892,Their rotating beers on tap is also a highlight of this place.,1
1893,Pricing is a bit of a concern at Mellow Mushroom.,0
1894,Worst Thai ever.,0
1895,If you stay in Vegas you must get breakfast here at least once.,1
1896,I want to first say our server was great and we had perfect service.,1
1897,The pizza selections are good.,1
1898,"I had strawberry tea, which was good.",1
1899,Highly unprofessional and rude to a loyal patron!,0
1900,"Overall, a great experience.",1
1901,Spend your money elsewhere.,0
1902,Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!,1
1903,The Buffet at Bellagio was far from what I anticipated.,0
1904,"And the drinks are WEAK, people!",0
1905,#NAME?,0
1906,"Also, I feel like the chips are bought, not made in house.",0
1907,After the disappointing dinner we went elsewhere for dessert.,0
1908,The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!,1
1909,We won't be returning.,0
1910,This is my new fav Vegas buffet spot.,1
1911,I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.,0
1912,"Very, very sad.",0
1913,"i felt insulted and disrespected, how could you talk and judge another human being like that?",0
1914,"How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!",0
1915,I'm not impressed with the concept or the food.,0
1916,The only thing I wasn't too crazy about was their guacamole as I don't like it puréed.,0
1917,"There is really nothing for me at postinos, hope your experience is better",0
1918,I got food poisoning here at the buffet.,0
1919,They brought a fresh batch of fries and I was thinking yay something warm but no!,0
1920,"What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.",0
1921,"Needless to say, I won't be going back anytime soon.",0
1922,This place is disgusting!,0
1923,"Every time I eat here, I see caring teamwork to a professional degree.",1
1924,The RI style calamari was a joke.,0
1925,"However, there was so much garlic in the fondue, it was barely edible.",0
1926,"I could barely stomach the meal, but didn't complain because it was a business lunch.",0
1927,"It was so bad, I had lost the heart to finish it.",0
1928,It also took her forever to bring us the check when we asked for it.,0
1929,We aren't ones to make a scene at restaurants but I just don't get it...definitely lost the love after this one!,0
1930,Disappointing experience.,0
1931,"The food is about on par with Denny's, which is to say, not good at all.",0
1932,"If you want to wait for mediocre food and downright terrible service, then this is the place for you.",0
1933,WAAAAAAyyyyyyyyyy over rated is all I am saying.,0
1934,We won't be going back.,0
1935,The place was fairly clean but the food simply wasn't worth it.,0
1936,This place lacked style!!,0
1937,"The sangria was about half of a glass wine full and was $12, ridiculous.",0
1938,Don't bother coming here.,0
1939,"The meat was pretty dry, I had the sliced brisket and pulled pork.",0
1940,"The building itself seems pretty neat; the bathroom is pretty trippy, but I wouldn't eat here again.",0
1941,It was equally awful.,0
1942,Probably not in a hurry to go back.,0
1943,very slow at seating even with reservation.,0
1944,Not good by any stretch of the imagination.,0
1945,The cashew cream sauce was bland and the vegetables were undercooked.,0
1946,"The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat.",0
1947,"It was a bit too sweet, not really spicy enough, and lacked flavor.",0
1948,I was VERY disappointed!!,0
1949,This place is horrible and way overpriced.,0
1950,"Maybe it's just their Vegetarian fare, but I've been twice and I thought it was average at best.",0
1951,It wasn't busy at all and now we know why.,0
1952,The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.,0
1953,"The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits.",0
1954,Con: spotty service.,0
1955,"The fries were not hot, and neither was my burger.",0
1956,But then they came back cold.,0
1957,"Then our food came out, disappointment ensued.",0
1958,The real disappointment was our waiter.,0
1959,My husband said she was very rude... did not even apologize for the bad food or anything.,0
1960,The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.,0
1961,"Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it.",0
1962,If someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart?,0
1963,She was quite disappointed although some blame needs to be placed at her door.,0
1964,After all the rave reviews I couldn't wait to eat here......what a disappointment!,0
1965,Del Taco is pretty nasty and should be avoided if possible.,0
1966,It's NOT hard to make a decent hamburger.,0
1967,But I don't like it.,0
1968,Hell no will I go back,0
1969,We've have gotten a much better service from the pizza place next door than the services we received from this restaurant.,0
1970,"I don't know what the big deal is about this place, but I won't be back ""ya'all"".",0
1971,I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.,0
1972,The ambiance isn't much better.,0
1973,"Unfortunately, it only set us up for disapppointment with our entrees.",0
1974,The food wasn't good.,0
1975,"Your servers suck, wait, correction, our server Heimer sucked.",0
1976,What happened next was pretty....off putting.,0
1977,"too bad cause I know it's family owned, I really wanted to like this place.",0
1978,Overpriced for what you are getting.,0
1979,I vomited in the bathroom mid lunch.,0
1980,"I kept looking at the time and it had soon become 35 minutes, yet still no food.",0
1981,"I have been to very few places to eat that under no circumstances would I ever return to, and this tops the list.",0
1982,We started with the tuna sashimi which was brownish in color and obviously wasn't fresh.,0
1983,Food was below average.,0
1984,It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant.,0
1985,"All in all, Ha Long Bay was a bit of a flop.",0
1986,The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).,0
1987,Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.,0
1988,"It lacked flavor, seemed undercooked, and dry.",0
1989,It really is impressive that the place hasn't closed down.,0
1990,I would avoid this place if you are staying in the Mirage.,0
1991,The refried beans that came with my meal were dried out and crusty and the food was bland.,0
1992,Spend your money and time some place else.,0
1993,A lady at the table next to us found a live green caterpillar In her salad.,0
1994,the presentation of the food was awful.,0
1995,I can't tell you how disappointed I was.,0
1996,I think food should have flavor and texture and both were lacking.,0
1997,Appetite instantly gone.,0
1998,Overall I was not impressed and would not go back.,0
1999,"The whole experience was underwhelming, and I think we'll just go to Ninja Sushi next time.",0
2000,"Then, as if I hadn't wasted enough of my life there, they poured salt in the wound by drawing out the time it took to bring the check.",0
